name,value,count
Text_39,"this is the third time i'm writing a review for this game, and i've played it 13 times combining the three versions.

this is a remake, they rebuilt the game on the same engine as the last of us part ii, and they did a great job but not a perfect one. they have recreated the first game almost 1:1, and sometimes that's for the worse. visually the game is stunning, looks better than part",388
Text_43,"still one of the best games ever made and now it looks and plays better than ever. if you never played this game before you're in for an amazing experience. if you have played it before, it is like revisiting something you loved over again.",240
Text_48,"best way to experience the last of us, taking advantage of the power of the ps5 and the new mechanics of the game.",114
Text_52,"worths every penny
a huge remake for the best game ever made ♥️
thanks naughty dog and sony",90
Text_56,"just finished the main game and left behind. played the original on ps3 twice, and the ps4 remaster at least 2-3 times. with that said, this is by far the best way to play this game. even knowing what happens, with the world building, characters, and visual improvements, it somehow felt like i was playing the game for the first time again. the 2 most powerful scenes at the beginning and",389
Text_66,with ps5 abilities the game shows great graphics but nothing changes in gameplay,80
Text_70,"i want my money back...i bought the game, and i finished it. i have and i finished also the lou1 remastered and lou2. it is the same game with no change at all. i don't see any difference. i regret buying it and i feel stupid for giving 90 euros with no reason. i don't see any difference even in graphics. it seems completely the same game like lou1 remastered. a shame for naughty dog for",390
Text_79,"abslute masterpiece.70$ is worthy. sony really konws how to make a real game,and serve the gamers,that's really good",116
Text_81,it still amazes me that this story is still one of the best storytelling in video game history. after playing the last of us part 2 i was yearning to replay the last of us a couple years ago. but when rumors came out saying they were remaking the original i held off and i am very happy that i did. let’s get this out of the way. my opinion after finishing the main story and will be starting,392
Text_86,"tlou is my favourite game and story. i really enjoyed this remake on 120hz tv. people are mad for price but at least this game is beautiful and i didnt experience any bugs or glitches. i think 95% games made today are worse with everything and more cashgrabing. if you dont have money just wait few months and you will have fair price for sure. i dont regret my 70€, this money i can smoke",389
Text_90,stop review bombing this masterpiece! if u don't wanna buy it just don't. the game is excellent.,96
Text_92,"remake of one of the best games in history is not a easy task, but they did it. this is a definitive version of the game you can play right now. the visual changes are incredible along with new facial animations. gameplay is really similar the main difference is that ai are much more smarter and behavior of enemies is more like in part ii. story with the original audio is the same which",389
Text_96,as an xbox gamer i need to say that this just.. wow.. naughty dog show their skills on a very big level,103
Text_99,"i've completed the last of us about 30 times, on both ps3 and ps4. i solely play on ""survivor"", which is what i did for my 1st playthrough of the new game.

after completing the lasf of us : part 1, i can confirm that it's one of the best games ever made. the visuals are beyond what i thought possible on a home console; all the facial expressions add so much to the emotional depth of",386
Text_103,"this rebuild look awesome, picture is very nice, but this not gonna cost 70 bucks, it's only one problem.",105
Text_105,"never thought that we will have such a story in a gaming media, but this game achieved it. if you didn't played it on ps3, do it now. best of the best",150
Text_106,"the facial animations are next level, added with the amazing story and smooth gameplay. $70 dollars is a bit much but in my opinion worth it.",141
Text_107,"bought the ps5 and preordered this game digitally. i knew what it is in store. played this game on ps3, but didn't expect that much of an upgrade on ps5. awesome game became just better.",186
Text_111,10/10 gaming experience. original masterpiece of a story with updated graphics/gameplay. doesn't get any better than that...so far.,131
Text_115,"graphics are simply fantastic. great improvement over the original - brings the fidelity and models up to speed with tlou: part 2. the cutscenes are especially beautiful. i'm not sure how much the ai or combat has improved, but overall the gameplay is nearly flawless; there are a few gripes that i will get to. i would have liked to see the dodge mechanics or prone from part 2 introduced to",392
Text_120,"best game i've ever played, experiencing this again in 4k is so amazing **** the haters",87
Text_121,"gladly payed a full price for this game, i mean, remake. one of the best game of all time.",90
Text_122,every ps fan needs to play this. a truly a gem of a game for a playstation.,75
Text_124,"i played tlou remastered on ps4 and had many fond memories of joel and ellie’s odyssey. which kept me playing factions for many years, a phenomenal offering on its own. i have just completed tlou part 1 on ps5. the games graphics have been overhauled, the aesthetics and attention to detail are exceptional. the narrative remains the same but i found the level of immersion to be",379
Text_128,unbelievable experience! this made me love joel and ellie more than ever. the definitive way to play the last of us,115
Text_129,"[ the last of us part 1 ]
graphic : 2
narrative : 2
detail : 2
story : 2
sound : 2

total = 10",94
Text_130,"great gameplay and 3d sound! very under rated but the only thing i don't understand is that why it supports 1440p with vrr, yet the ps5 doesn't support vrr with 1440p!?!",169
Text_137,i love this game so much!!! the graphics is amazing i hope they have upgraded part 2 for ps5 version as well,108
Text_138,"one of the best remakes of all time,amazing graphics and voice acting with incredible gameplay",94
Text_139,"9 years i've been waiting for a pc version. they just released a third version and still no pc version .it's version and release only for money, just before the series that brought new players. 3 to 6 months after the series, they will release the pc port to sell more. they will do the same thing for the 2 near season x",321
Text_140,best game of franchise good good good good good good good good good good good realy good,88
Text_141,even though i hated tlou when i played it on ps3 i'm literally just giving this game a 0 to annoy ponies on twitter,115
Text_142,"personally, i don't care how much it costs. the game looks luxurious and plays almost the same as the second part. those people who write that there are no gameplay improvements, they probably wanted joel to have blasters and fly on a rope like a tarzan. this is a remake of the remaster that i wanted to play when played the second part.",338
Text_143,"looks freaking amazing, amazing graphics and voice acting with incredible gameplay. and hey, don’t listen to haters, they preparing themselves to make good toxic review bombing.",177
Text_145,"this game is the beat remake that i ever see,big and cool work of new men in naughty dog.this game has a lot of new.like physics of carpet,new assets of guns,new ""people"" in ellie,jorl,tommy,genry and sam,maria.i think that metacritic must check if the gamer who mark a game on metacritick!i minus it's price,but then remaster is realised it was 50$ cost",354
Text_158,"this remake is incredible. story remains one of the best in the gaming industry, gameplay; while not significantly overhauled, feels smoother with a few tweaks and the visuals are spectacular, definitely pushing the boundaries of realism.",238
Text_166,"the last of us ps5(rebuilt)
first of all, i am very angry at the bigoted media for reflecting this as a remake, because this is a project made for players who want to experience the last of us(ps3) game, which has bad parts and already basically good mechanics, on ps5.
 unfortunately, the price was as sony wanted, if they had offered at least 10% 20% discount on the price, even those",387
Text_170,"this was already one of the greatest games ever made and now it can be enjoyed by a whole new generation of ps5 owners, i genuinely envy those who get to play this masterpiece for the first time.",195
Text_173,"good game / beautiful game / awesome game

the last of us part 1 200 over goty
the last of us part 2 300 over goty",114
Text_174,"look, if you've played this already and aren't happy with the visual fidelity at the steep price then simply don't buy it.

other than that, it's really really good and definitely worth the price if you haven't experienced this amazing story yet.
enjoy!",253
Text_175,"we all know story of tlou 2. love joel, best character in the series. anyway, tlou 1 remake offer a much improved gameplay, awesome upgraded graphics and accessibility, much better a.i and so on.",195
Text_176,"very beautiful game goty 200 over "" the last of us part 1 ""
goty 300 over "" the last of us part 2 """,99
Text_177,i love it !! the last of us part 1 and the last of us part 2 love it !! the last of us part 1 and part 2 love it !! the last of us part 1 and part 2,148
Text_178,"but now that i bought it, it's a masterpiece
i woke up late last night and ran until now
it's really fun to do it after a long time
the graphics have improved a lot and become more natural.
i think it's okay to pay lol",218
Text_179,"the original game was a 10/10 but since the gameplay in the ps5 version is exactly like the original and all you get are slightly improved graphics (not even mind-blowingly better, just moderately better) i don't see the price vs value as being worth it. this is a below-average game because the remake was pretty lazy.",319
Text_181,the “0” reviews here show how weak so many people are. i keep seeing dumb things like “ the games obviously a ten but i’m giving it a zero because i don’t want to pay £70” then don’t? pathetic people aside. this is the best version of the game it almost feels like a new experience. outstanding visuals and gameplay. so grateful this got made. this is the version i will be showing anyone,388
Text_185,"yaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaas
**** the haters
yaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaas",149
Text_189,"as per usual(and expected) metacritic is abused once again as an outlet for the disgruntled who think anything they dislike is automatically objectively bad. i have seen dozens upon dozens of ""bad reviews"", literal 0's from people who state that they have not played the game, just complaining about the price, and even a random review from someone complaining that the pc version isn't out yet(how the hell does this warrant a 0!). this remake was controversial to say the least and i expected nothing less considering tlou tends to have a fanbase that on one end is rational and appreciate the depth and effort put into the series, and on the other end a ton of manchildren who think any little thing they do not like warrants a 0.

this remake is a 9/10 for me, the visuals are among the best i've seen on the ps5 thus far and indisputably better than the original by a significant margin, the environment design is flat-out insane and makes exploring, combat and other activities much more immersive when the places you traverse actually have interior and exterior character. the lighting, shadows, reflections, foliage, vfx, etc. all help to make scenes vastly more dramatic and realistic. i was constantly jaw-dropped at how good many of the scenes looked, and to think that this was all gameplay too. the cutscenes are no longer pre-rendered like the original, they're fully rendered in real time and my god do they look insanely good. the facial animations, body animations, character models combined with the visuals through the components i mentioned before make cutscenes incredibly more emotional and vivid. there are scenes where the performances of the original did not get through whatsoever that are restored in the remake, a big one i can think of is the introduction, where the scenes like tommy blocking the door to buy time for joel and sarah, or joel holding his dying daughter are already well-done performances even further improved by the facial animations of the remake that the original simply is no competition for. you can see tommy's fear in that introduction, whereas he looked dull and emotionless in the original. what helps this all as well is the amazing sound design carried over from tlou2, naughty dog really does have some of the best sound engineering in the industry and the world's sounds just play out realistically in all of the environments you come across, whether it be inside of a tunnel or in an empty alleyway. take all the emotions you had in the original and amplify them, that's what the remake does.

the post-game features are great. things like added achievements that were not in the original, speedrun mode, commentary, visual filters, game effects, custom skins for joel and ellie, getting to replay it with all your weapons, etc. make the game extremely enjoyable beyond just 1 playthrough.

why not a 10/10? mainly because of the gameplay. do not get me wrong, this gameplay is great. it actually mirrors a ton of the smooth gameplay we saw in tlou2 in everything from the much-better ai, gunplay. updated infected like the way more terrifying new clickers and stalkers, gore, the physics that react to you shooting, throwing bombs, etc. and the overall fluid motion of it all. things like the updated ui and workbench keep things clean and manageable. what i found to be kind of a bummer is the lack of dodge and prone. i get why naughty dog didn't implement them, as to stay true to the original(no, it's not laziness. after everything i've seen in this remake, lazy is the last word i'd characterize any of it with), but it would have made the gameplay much more exciting and intense. a big part of why they didn't include it was because the environments of the original did not suit these features, but since they visibly seem to have rebuild these environments, i don't really see why they couldn't have made minor modifications to the environments to implement these features. i also noticed the lack of small details that made me love tlou2 like the enemies calling out each other's names, and while the callouts in this game corresponding with actions does work much more smoothly than the original, names would have been a great feature to include.

overall, this is a 9/10 for me and is by far the best way to experience this game. this is the best way to experience the series as a matter of fact because the game is designed for a smooth transition into tlou2 thanks to the updated character models and small story details, as well as the ui and general gameplay. tlou2 will essentially be the same gameplay but with added features instead of remapped or removed ones. i understand why most people do not want to pay $70 for this. for $70, players like me who have not played in many years or new players should honestly pick it up. when this goes on sale though eventually for like $30-40, i suggest most players to get this, absolutely worth it if that's the price for the majority of players.",4967
Text_193,"honestly expected so much ore from the 4th version of this game, especially for $70. the visuals are good but not ground breaking. the ai is abysmal
the vanishing weapons from hands should never happen. the spit from near every person's mouth looks like grains of rice. if this was on ps4 fair enough but allegedly it was made from the ground up for ps5 and its so unoptimised it feels like",390
Text_197,"an excellent game, what can i say, you can safely buy it, especially for those who will play for the first time, i advise you to play at 60 fps",143
Text_203,"10/10 storytellling , gameplay and graphics. ofc but one downside to the game is the hefty price tag, if it was atleast 50$ it would be ok",138
Text_204,"it's and awesome remake, not only for the new graphics but also for the upgraded movement of characters, sound, etc.",116
Text_205,"eli looks like the grandma from resident evil 7
10/10
amazing scripted gameplay, you need at least 2 fingers to beat this game.
the story is the best ever created, 100% original can't wait for the remake of this remake on ps5 pro",229
Text_206,nothing more than a ps3 game slapped with a paint job and a disability tax that what you all are paying for nothing new was put in this remake other than accessibility feature for the disabled.,193
Text_213,that's why sony playstation don't want people to have backwards compatibility. don't believe in the shill media inflated scores.,128
Text_214,"un remake innecesario. un juego que no se necesita y no aporta nada, al contrario hasta se ve peor que los originales.",118
Text_216,"this game is an absolute huge steaming pile of garbage. while the game does have significant improvements on visuals and details, it's not enough to justify the $70 price tag. the greedy developers removed the multiplayer and still had the audacity to charge $70 for this cash grab. $70 for half of the game, meaning these lazy developers only did half of the work. it's not just a cash grab,",392
Text_221,"the good:
a new game for ps5. ellie no longer looks like helen page/eliot page/alien page
 the bad: a re-skin of the last of us from the ps4 remaster. the models were worsened in order to make them look older than the ones seen in their original ps3 game. the change in the model of joel's daughter is not explained. if you want to play this game with the changes you have to pay full",386
Text_226,"$125 for a remake, of a game that was remastered already. naughty dog have become leaches, not to mention the sexual harassment cases at their studio and the crunch time of their employees. and yet no one bats an eye as long as they keep drowning people with re-release after re-release charged at maximum price.

these reviews where people disregard all this and instead focus only on the",389
Text_230,cash grab!! only worth it if you’ve never played either of the previous releases.,81
Text_239,"sony - for the investors!
the faq says: ""this is a new game!""
please tell your marketingdepartment, that players are not stupid. this is the same game, as the two ""the last of us"" (ps3 &ps4) i have bought before. it is a graphical upgrade. you guys got too greedy. i don't expect a free upgrade (although there are alot of examples for this practice). but 80€ for a game i bought altready",389
Text_1,"same game that 9 years ago for twice the price.
zéro innovation, shame on sony for this.",88
Text_4,"regardless of the game design you cannot separate the value/cost of a piece of art from its reception. the last of us part 1 is the 3rd release of the game, and the most expensive. the upgrade isn't amazing, but it isn't bad. the asking price of this title should have been $40-$50 because of it's 3rd release and to give playstation 5 owners and should have been a little thank you to fans",390
Text_8,"i am not against remakes, but they say part 1 remake is fully developed for ps5, yet i don't see the difference between it and between part 2 lol! the remastered edition was good and well priced! it was fun but not worth 70$ and definitely not worth remaking -_-",262
Text_9,"graphic 2
narrative 2
detail 2
story 2
sound 2

total 10

price is not an important issue for me.",97
Text_10,"is this might cost 70$? no no no, sony, i don't believe this. take your 0 on metacritic.",88
Text_11,"this is a **** game!! literally this is a nerve to make a copy and paste, from the last of us, original ps3, it's not even a, remeke,. if this mess was a remeke, it would be worth it",182
Text_12,gameplay glitches makes speedruns very frustrating. the last of us remasterd didnt have these glitches.,103
Text_13,"a pointless adaptation, sad to see the path of play with this type of game, the first one a jewel the second remastered made with an obvious intention but this remake only shows the worst moment of the console for generations, the game simply and simply is what same as last time, i could even say that visually some things look worse, really sad",346
Text_15,"unnecessary remake. graphic improvement is noticeable but you can't justified the bumped price tag with literally zero change to the game -- no new story, no game-play change, no hidden easter egg, etc -- the only new thing is the accessibility feature which 99.9% of user won't care. the resources invested make to this ""remake"" should've gone to new game, or older games more deserving,",388
Text_20,"gameplay wise, you are looking at a competent stealth action game, but that does nothing new to advance the genre.

let's be clear, as far as stealth options are concerned, you get to chose between throwing a brick, or a bottle, that's it. there are no exciting environmental opportunities to leverage, no interesting situational obstacles to deal with, and boredom sets in as, you deal",386
Text_24,"in fact, in addition to the huge visual changes, the gameplay really feels different compared to the original, but this is not part 2 level. for those who are not familiar with the original, this will be a great purchase, the rest i recommend waiting for the discount.",268
Text_25,"great game, but asking $70 for what is essentially a texture pack is too much!",78
Text_26,it's the same game with better graphics. but the interesting and intense factions mode has been removed with barely anything added outside of seeing joel customize his weapons. highly recommend waiting for the price to drop before making a purchase on this game.,262
Text_27,the same game nothing new.. don't waste your money or time buy yhe version of ps4 and you can see is the same but cheaper,121
Text_29,"lou is one of my favorite games.
first time i picked it up years ago on ps3 with left behind dlc. it was one of the system sellers back in the day, no other platform could offer anything like that.
when ps4 became a thing, a remaster hit the shelves, and that purchase was clearly worth it as well - it showed how limited ps3 was in terms of graphics, and how the game reached its full",385
Text_34,tired of studios remaking games. yeah the graphics are better but its a waste of time. can't believe people are buying it and contributing to this cash grab. instead of innovating and creating something new we get this...lazy and greedy,236
Text_35,"good remake whit nice graphics, still tlou part 2 had way much better graphics even being a game from playstation 4. 7/10
gameplay and story 10/10",146
